"Vehicle","Start Location Name","Start Time","End Location Name","End Time","Distance (mi)","Duration (min)","Fuel Cost (USD)","Average MPG","Fuel Volume (gal)","Hard Accelerations","Hard Brakes","Duration Over 70 mph (secs)","Duration Over 75 mph (secs)","Duration Over 80 mph (secs)","Start Location Lat","Start Location Lon","Start Location Accuracy (meters)","End Location Lat","End Location Lon","End Location Accuracy (meters)","Path","Tags"
"2003 Honda Civic","1955 South Stapley Drive, Mesa Grand Shopping Center, Mesa, AZ 85204, USA","2014-09-26 10:56 AM","380 East Mesquite Street, Gilbert, AZ 85296, USA","2014-09-26 11:10 AM","3.96","14.21","0.45","28.46","0.13","1","0","0","0","0","33.38059","-111.80316","5","33.34454","-111.78196","10","usvjE~rkiTzC@\HHJNp@LNd@DjAA?qVCaSA_YCmZjEEfBL|AZbA\TE`E`CL\\RrAh@n@TvATxBJtTOdFGPMxHIbEEtAAXLvFCxEENA\M~CAxDEnJChMGNF~@@|GGxGAR?NKtDAnLIdBAfL?vGFdOHpB@?mB@{@OaBQqAQ{BG}CLcDk@AWEuBm@d@gC@]AgHBk@LaAV_A",""
"2003 Honda Civic","15527-15573 South Gilbert Road, Gilbert, AZ 85295, USA","2014-09-26 10:15 AM","1955 South Stapley Drive, Mesa Grand Shopping Center, Mesa, AZ 85204, USA","2014-09-26 10:41 AM","10.97","26.28","1.03","34.11","0.32","2","1","0","0","0","33.30692","-111.78962","10","33.38059","-111.80316","10","gghjEf|hiTwTB{ZBoA@uH@aU@cC@?nB@|BFJ@~ABrTBva@BvQ?vJ@^KLAFApGB|HJhj@B~W?lJJxO@fM@du@@BJL?@D@A|@@lB?b@IRAD?B?hIB`DLT?H?d@@fG?`C?lBg@?cA?uF@ga@JwUHuK?sCC}C@UDgC?mJAaH?uCDaAAkK?sGA?N?O}HDkJ@oGE_G@}CAuDDeN@oK?gC?OMmA?C@MLM@qA?mA?_G@a[BqB??{C?}CAo`@?mJC_GMsAQw@_AgCi@_B_@eBMiACk@AwAFcBNgAPy@h@gBv@oB^gAR]F_@BgAA}CC}EGKAuDEc[Esc@CyR@aH?i@e@?yB@aB?iQD{MDeFBqK@qNFsG?uC@MKOAAmIAcEAiBY?mA?QIISOm@SK]EmC?",""
"2003 Honda Civic","West Gilbert Town Square Avenue, Gilbert Town Square, Gilbert, AZ 85296, USA","2014-09-26 9:37 AM","15527-15573 South Gilbert Road, Gilbert, AZ 85295, USA","2014-09-26 9:44 AM","2.04","7.10","0.20","32.46","0.05","1","0","0","0","0","33.32908","-111.79369","5","33.30692","-111.78962","10","wqljEpuiiTg@iAGc@?eAAsH?eBA}BE[n@I`@CdS?p\CjeAGzECzFBjD@^??i@aB?M?",""
"2003 Honda Civic","380 East Mesquite Street, Gilbert, AZ 85296, USA","2014-09-26 9:00 AM","West Gilbert Town Square Avenue, Gilbert Town Square, Gilbert, AZ 85296, USA","2014-09-26 9:06 AM","1.71","6.24","0.21","26.11","0.05","2","0","0","0","0","33.34454","-111.78196","10","33.32908","-111.79369","5","cqojE|lgiTe@bBM`ACj@@fHA\e@fCtBl@VDj@@MbDF|CPzBPpAN`BAz@?lBnDB`EDtC@dB@bCBFHBDD?bDBrDHnCNhCBhJBhEAn@BtAPrEpA`AL|@Br@Ab@Ev@QvFaB\IDZ@|B?dB@jB?lGFb@JTZr@",""
"2003 Honda Civic","6550 South Mountain Road, Mesa, AZ 85212, USA","2014-09-25 5:10 PM","380 East Mesquite Street, Gilbert, AZ 85296, USA","2014-09-25 5:37 PM","15.63","26.25","1.34","37.40","0.42","1","0","0","0","0","33.29675","-111.59417","5","33.34454","-111.78196","10","sgfjE``chTnE?JHNTHr@vO?xDABgFCaLKWSOe@EyGEmKBlKCvFB~@BRHNPFb@Khn@G`ZIzY@ZQhv@[zdBA|AaVLmUNqUL_[Rwf@XwMEmJFQl@gBxMaAnEWdAsBxEmClEuErF{B`CyBnByDrC{G~DkAlA_Av@mBrAqBjAqE~BmCnAgC`AgCz@aBl@eAf@y@p@m@p@u@jAq@vA_@pAW~AO~AAdBDnBNtANl@~@~ChDjJjCbI|A~G|@dFrAlJdArJl@vDDxAFlD?ls@?lu@?xdA?r|@?fe@HxGXdQCLCb@@nA@`IGzHGzGCdEKAMAeDDaHLaIFsFHaB@qA?GEEAoCEkBC?PJlF?pNBtXAnCMf@AlADlb@F|O?xNDh}@@jMAjF@jKFvWBzZFph@Jb{@DpSHbHHrBDzO?dA_B?mGEoBKeAGg@CuBAcDAGBIHcCCeBAuCAaEEoDC?mB@{@A]_@uCU{D?sCHmBk@AWEuBm@d@gC@]AgHBk@LaAd@cB",""
"2003 Honda Civic","1515 East Warner Road, Gilbert, AZ 85296, USA","2014-09-25 7:32 AM","6550 South Mountain Road, Mesa, AZ 85212, USA","2014-09-25 7:57 AM","12.71","25.53","1.19","34.34","0.37","1","0","0","0","0","33.33382","-111.75747","5","33.29675","-111.59417","5","cqmjEnqbiTxAkCDg@?qB?a@_DBmF@EaL?oLG_y@AkRCuM@gICuDCwQCaEGk@?cC?eDAyO?uO?aBKiFhBBlCBD?JGhB?~GIzIGFBdHHjBE`C@dB@z@D@a@EkAQmCu@oK]kGWcJE_@GO]yQEaFAeMAgY@ciB?_uA?yg@CsEOwFQoDLiNa@_Iy@uHaAwGeB_Mi@aEKcBAk@@mAJ{BNqBVyAf@uB~@}BbAkBhAyAfCwB~CyBjEkClMiIpDmClBaB~A_BvA}AzIgLvLsOl@}@l@mAn@iBf@{BLsBjDBpDExBOpQIpYS`uA{@vCCCW@{FZuaBPqt@A[Jw[ByLLgm@CaLKWSOe@EyGEsPDrPExGDd@DRNJVB`LCfFyD@wO?Is@OUKIoE?",""
"2003 Honda Civic","Unknown","2014-09-25 7:23 AM","Unknown","2014-09-25 7:26 AM","0.93","2.97","0.09","32.46","0.03","0","0","0","0","0","33.33517","-111.7716","65","33.33382","-111.75747","5","azmjEvjeiTM_bAAoClAEtBwDDM?cEBS~AsC",""
"2003 Honda Civic","380 East Mesquite Street, Gilbert, AZ 85296, USA","2014-09-25 7:05 AM","857 East Warner Road, Gilbert, AZ 85296, USA","2014-09-25 7:11 AM","2.12","6.37","0.24","28.70","0.08","0","0","0","0","0","33.34454","-111.78196","10","33.33517","-111.7716","5","cqojE|lgiTe@bBM`ACj@@fHA\e@fCtBl@VDj@@MbDF|CPzBPpAN`BAz@?lBnDB`EDtC@dB@bCBFHBDD?bDBrDHnCNhCBpFBZ??a@CcNAoBMwDEkHEoc@EqRAyNAqG",""
"2003 Honda Civic","714 South Val Vista Drive, Silverstone Plaza, Gilbert, AZ 85296, USA","2014-09-24 5:24 PM","380 East Mesquite Street, Gilbert, AZ 85296, USA","2014-09-24 5:33 PM","3.16","8.91","0.31","32.69","0.11","0","0","0","0","0","33.33738","-111.75706","5","33.34454","-111.78196","10","_enjElnbiTr@BTDVL\@rCAXE@l@?tFB|E@zL?zEHlm@Bb[FbYDjXBvOJ|DFfBBfP?RQ?_FCkCA_CQkBEqFEMBMJkECqFEsHG@}CEcASsASqBK{C?wAB{@FcA]?YCWEiBk@\eBHq@AuHFmAT_AXcA",""
"2003 Honda Civic","6550 South Mountain Road, Mesa, AZ 85212, USA","2014-09-24 5:01 PM","714 South Val Vista Drive, Silverstone Plaza, Gilbert, AZ 85296, USA","2014-09-24 5:19 PM","12.76","17.69","1.05","39.28","0.32","1","0","4","0","0","33.29675","-111.59417","10","33.33738","-111.75706","5","sgfjE``chTnE?JHNTHr@vO?xDABgFCaLKWSOe@EyGEmF@lFAxGDd@DRNJVBd@Kvm@G`ZIzY@ZQhv@[zdBA|AaVLmUNqUL_[Rwf@XwMEmJFQl@gBxMaAnEWdAsBxEmClEuErF{B`CyBnByDrC{G~DkAlA_Av@mBrAqBjAqE~BmCnAgC`AgCz@aBl@eAf@y@p@m@p@u@jAq@vA_@pAW~AO~AAdBDnBNtANl@~@~ChDjJjCbI|A~G|@dFrAlJdArJl@vDDxAFlD?ls@?lu@?xdA?r|@?fe@HxGXdQCLCb@@nA@`IGzHGzGCdEKAMAeDDaHLaIFsFHaB@qA?GEEAoCEkBC?PJlF?pNBtXAnCMf@AlADlb@F|O?xNDh}@@jMAjF@jKi@FwC?k@S_AE",""
"2003 Honda Civic","372 East Mesquite Street, Gilbert, AZ 85296, USA","2014-09-24 7:30 AM","6550 South Mountain Road, Mesa, AZ 85212, USA","2014-09-24 7:57 AM","15.51","26.04","1.31","38.10","0.40","0","0","0","0","0","33.34461","-111.78214","5","33.29675","-111.59417","10","cqojE|lgiTe@bBM`ACj@@fHA\e@fCtBl@VDj@@MbDF|CPzBPpAN`BAz@?lBnDB`EDtC@dB@bCBFHBDD?bDBrDHnCNhCBpFBZ??a@CcNAoBMwDEkHEoc@EqRAyNEa`@Iwb@Cye@EkWCuy@CoT?}ICmOCcRCgGImA?qKAmZ?wDKmFxFFFAFEpA?`BAzDG|EEvCADBD@`HF`ACpB?nB?jBF@iAS{Cy@_LWkEW_IG_CEOEII}DQaKEiCCsIAk`@@yhB?a[?}s@?{b@AgMGoEQuEIuAJcIAcF]aGy@uH}BaPgAeISgBEyABsBXgEd@kCj@gBhAiCnAoBhAkA~AqA~CyBjEkCpGeEzDcCxAgAvAeAlBaBvD}DfIsLfJaMfDwFhAgDr@kCjDBpDExBOpQIrROp\SpUOzg@[vCCCW@{FZuaBPqt@A[Jw[Jag@D_SCaLKWSOe@EyGEeJBdJCxGDd@DRNJVB`LCfFyD@wO?Is@OUKIoE?",""
"2003 Honda Civic","6550 South Mountain Road, Mesa, AZ 85212, USA","2014-09-23 4:27 PM","372 East Mesquite Street, Gilbert, AZ 85296, USA","2014-09-23 4:52 PM","15.66","25.49","1.35","37.40","0.42","0","0","12","0","0","33.29675","-111.59417","10","33.34461","-111.78214","5","sgfjE``chTnE?JHNTHr@vO?xDABgFCaLKWSOe@EyGEmKBlKCvFB~@BRHNPFb@Khn@G`ZIzY@ZQhv@[zdBA|AaVLmUNqUL_[Rwf@XwMEmJFQl@gBxMaAnEWdAsBxEmClEuErF{B`CyBnByDrC{G~DkAlA_Av@mBrAqBjAqE~BmCnAgC`AgCz@aBl@eAf@y@p@m@p@u@jAq@vA_@pAW~AO~AAdBDnBNtANl@~@~ChDjJjCbI|A~G|@dFrAlJdArJl@vDDxAFlD?ls@?lu@?xdA?r|@?fe@HxGXdQCLCb@@nA@`IGzHGzGCdEKAMAeDDaHLaIFsFHaB@qA?GEEAoCEkBC?PJlF?pNBtXAnCMf@AlADlb@F|O?xNDh}@@jMAjF@jKFvWBzZFph@Jb{@DpSHbHHrBDzO?dA_B?mGEoBKeAGg@CuBAcDAGBIHcCCeBAuCAaEEoDC?mB@{@A]_@uCU{D?sCHmBk@AWEuBm@d@gC@]AgHBk@LaAd@cB",""
"2003 Honda Civic","380 East Mesquite Street, Gilbert, AZ 85296, USA","2014-09-23 7:28 AM","6550 South Mountain Road, Mesa, AZ 85212, USA","2014-09-23 7:54 AM","15.53","26.25","1.39","35.99","0.42","2","0","0","0","0","33.34435","-111.78204","10","33.29675","-111.59417","10","cqojE|lgiTe@bBM`ACj@@fHA\e@fCtBl@VDj@@MbDF|CPzBPpAN`BAz@?lBnDB`EDtC@dB@bCBFHBDD?bDBrDHnCNhCBpFBZ??a@CcNAoBMwDEkHEoc@EqRAyNEa`@Iwb@Cye@EkWCuy@CoT?}ICmOCcRCgGImA?qKAmZ?wDKmFxFFFAFEpA?`BAzDG|EEvCADBD@`HF`ACpB?nB?jBF@iAS{Cy@_LWkEW_IG_CEOEII}DQaKEiCCsIAk`@@yhB?a[?}s@?{b@AgMGoEQuEIuAJcIAcF]aGy@uH}BaPgAeISgBEyABsBXgEd@kCj@gBhAiCnAoBhAkA~AqA~CyBjEkCpGeEzDcCxAgAvAeAlBaBvD}DfIsLfJaMfDwFhAgDr@kCjDBpDExBOpQIrROp\SpUOzg@[vCCCW@{FZuaBPqt@A[Jw[Jag@D_SCaLKWSOe@EyGEeJBdJCxGDd@DRNJVB`LCfFyD@wO?Is@OUKIoE?",""
"2003 Honda Civic","6550 South Mountain Road, Mesa, AZ 85212, USA","2014-09-22 4:47 PM","380 East Mesquite Street, Gilbert, AZ 85296, USA","2014-09-22 5:13 PM","15.64","26.01","1.41","35.75","0.45","1","1","11","0","0","33.29675","-111.59417","10","33.34435","-111.78204","10","sgfjE``chTnE?JHNTHr@vO?xDABgFCaLKWSOe@EyGEmKBlKCvFB~@BRHNPFb@Khn@G`ZIzY@ZQhv@[zdBA|AaVLmUNqUL_[Rwf@XwMEmJFQl@gBxMaAnEWdAsBxEmClEuErF{B`CyBnByDrC{G~DkAlA_Av@mBrAqBjAqE~BmCnAgC`AgCz@aBl@eAf@y@p@m@p@u@jAq@vA_@pAW~AO~AAdBDnBNtANl@~@~ChDjJjCbI|A~G|@dFrAlJdArJl@vDDxAFlD?ls@?lu@?xdA?r|@?fe@HxGXdQCLCb@@nA@`IGzHGzGCdEKAMAeDDaHLaIFsFHaB@qA?GEEAoCEkBC?PJlF?pNBtXAnCMf@AlADlb@F|O?xNDh}@@jMAjF@jKFvWBzZFph@Jb{@DpSHbHHrBDzO?dA_B?mGEoBKeAGg@CuBAcDAGBIHcCCeBAuCAaEEoDC?mB@{@A]_@uCU{D?sCHmBk@AWEuBm@d@gC@]AgHBk@LaAd@cB",""
"2003 Honda Civic","726 South Gilbert Road, Gilbert, AZ 85296, USA","2014-09-22 7:33 AM","6550 South Mountain Road, Mesa, AZ 85212, USA","2014-09-22 7:58 AM","14.66","24.85","1.21","39.05","0.37","3","0","3","0","0","33.33686","-111.79085","65","33.29675","-111.59417","10","ibnjEzdiiT~A??gEdDBj@??u@CyOKqDIwEAeLCgYEcQCcWIiq@G}b@?sUCeICio@CiYAmQAqREeKAgKCaEGk@?cC?eDAsZ?}GKiFhBBlCBD?JGlGCjFIjFCFBdHHjBEfFBz@D@a@EkAu@{K_@yF[wHK_EE_@GOSsJOgMCgg@@e\?mmA?_mB?oNCsEOwFQoDLiNa@_Iy@uHaAwGeB_Mi@aEKcBAk@@mAJ{BNqBVyAf@uB~@}BbAkBhAyAfCwB~CyBjEkClMiIpDmClBaB~A_BvA}AzIgLvLsOl@}@l@mAn@iBf@{BLsBjDBpDExBOpQIrROp\SpUOzg@[vCCCW@{FZuaBPqt@A[Jw[Jag@@wKyD@wO?Is@OUKIoE?",""
"2003 Honda Civic","4224 East Los Altos Road, Gilbert, AZ 85297, USA","2014-09-20 9:00 PM","380 East Mesquite Street, Gilbert, AZ 85296, USA","2014-09-20 9:21 PM","10.50","21.01","0.82","41.40","0.26","0","0","0","0","0","33.28369","-111.69861","5","33.34454","-111.78196","5","mtcjEzbwhTFh@Tl@q@f@Ub@_ApDiDwAeAe@s@c@wAoA_AiAcAeBc@eAoCoI_AmC]{@y@sAm@q@c@_@mAu@cAk@YMGPgDtIeEvKqDhJk@dBGZ[`BItACrB?vFDxPHvq@Hfd@@jJFlINzI@hKDzUFlh@JbZAbCGxBS`CYlBMr@e@~Ac@jAs@rAaAtAqArAmCrBeA|@y@|@eAzAq@|Ac@xASdAWxBC`AA|@DhBRhBJh@f@|Bv@lDLnAJpC@jPDRHT@XH`AJp@VbAN`@P`@r@pA~D`GvChElAjBn@vAb@|ARpAJpABbA@rEBjSHb\?rZRf`A?xGI^gBAwEBaD@wP@gG@}ODuQ?}F?gECcJDmJ?u`@F_h@B{_@BaJBmANc@J{DnAa@L_AN{@Dq@AcAIm@MkEmAu@Mo@CcH?mC?mGEoBKeAGg@CuBAcDAGBIHcCCeBAuCAaEEoDC?mB@{@A]_@uCU{D?sCHmBk@AWEuBm@d@gC@]AgHBk@LaAd@cB",""
"2003 Honda Civic","45 West Page Avenue, Gilbert, AZ 85233, USA","2014-09-20 8:05 PM","4224 East Los Altos Road, Gilbert, AZ 85297, USA","2014-09-20 8:27 PM","10.61","22.01","0.89","38.34","0.26","2","0","0","0","0","33.35469","-111.79074","5","33.28369","-111.69861","5","{rqjEbciiTAkEnA?|AANK`AA`DAxKGpCAtJ?~IH|OHtKJzIDLN|A@vFHtBNfDDbIBnG?rALpEpAp@LdAHjAAhAMjF}Ap@Sr@KVAhECfQ?nYC|g@EpSAxKAbJBlD??wBAyDG}N_@uvAEq[Iwm@AeK?{KE_d@?oJ?oDrE?bC?tN?jA?hAGlAQn@MnAc@hAg@jAs@fA_Ad@g@dAwA^m@dCoFdEgJrEqJ|@yA|@gAdBuA`Ae@nAa@nAWrAK`B?`D?XUbAAhEChCAvMKlk@c@zKIbDE@iFA_KBwFDkA@_NAgHC_U@eQAaY@aPCyMAwS?y@CGMSCeD?WNYMeRC}DaC?yEDeAQgBk@m@[o@c@m@i@iAwAk@kASa@oDqHe@u@}@cAoA_AsAs@v@_DPe@X_@b@WM[Mi@AQ",""
"2003 Honda Civic","12287-12299 South Gilbert Road, Gilbert, AZ 85296, USA","2014-09-20 6:09 PM","50 West Page Avenue, Gilbert, AZ 85233, USA","2014-09-20 6:15 PM","1.41","5.86","0.14","32.69","0.05","0","0","0","0","0","33.33575","-111.78985","5","33.35524","-111.79069","10","m{mjEt}hiTmGCaCImBM{BCkDCUN{IEuKK}OI_JIgO@yKFaD@aA@QIkD@@jHiA?",""
"2003 Honda Civic","1395 East Warner Road, Gilbert, AZ 85296, USA","2014-09-20 5:59 PM","12287-12299 South Gilbert Road, Gilbert, AZ 85296, USA","2014-09-20 6:04 PM","2.00","5.03","0.15","42.10","0.05","0","0","0","0","0","33.33432","-111.75878","5","33.33575","-111.78985","5","gtmjEj{biTAv@mBnDKLa@BeA@@hLBhPF|f@B~VFfd@BhNBfKB`BJlCDzM@`C?RQ?i@?",""
"2003 Honda Civic","777 South Gilbert Road, Gilbert, AZ 85296, USA","2014-09-20 5:20 PM","1395 East Warner Road, Gilbert, AZ 85296, USA","2014-09-20 5:27 PM","2.50","6.79","0.25","32.22","0.08","0","0","0","0","0","33.33603","-111.78931","5","33.33432","-111.75878","5","e|mjEh|hiTb@IFMJEZB?dA?dF?dHKjDAdCZ??cBDkBDwA@gBAmLEsQMwDCwAAeKAkNKwd@Eia@G}l@CwLlAEtBwDDM?o@",""
"2003 Honda Civic","323 South Ironwood Street, Gilbert, AZ 85296, USA","2014-09-20 5:11 PM","777 South Gilbert Road, Gilbert, AZ 85296, USA","2014-09-20 5:15 PM","1.10","4.66","0.12","29.17","0.03","0","0","0","0","0","33.34408","-111.78147","5","33.33603","-111.78931","5","epojEzjgiTbChAa@pA[vAGv@?bA@fE?rCInCCz@?vAJzCRpBRrADbAA|CrHFpFDjEBHLHBlD@`DFx@FjBHfKF?a@Y?_B?Bc@FG",""
"2003 Honda Civic","4224 East Los Altos Road, Gilbert, AZ 85297, USA","2014-09-20 4:43 PM","323 South Ironwood Street, Gilbert, AZ 85296, USA","2014-09-20 5:04 PM","10.63","21.71","0.96","35.52","0.29","0","0","0","0","0","33.28369","-111.69861","5","33.34408","-111.78147","5","mtcjEzbwhTFh@Tl@q@f@Ub@_ApDIRh@Vz@h@v@l@x@z@^l@x@|A~B|Ej@rAb@r@^d@hAfA|@l@lAh@jBd@fBFhCClBADtGHzK?vANZBtC?f@GNCZFnG@hNAlHAhP@xMaUN_WRuNHgUPiSJcRDcL?iYDkEBiP@gOFqDA_PBuFBsB?mM?sN@sE@@|GBz@PzBHnA@dABdPAv@KrAKxBFnc@ExCQvE_@vFGzA@dEl@lKLdDFjE@`NDhd@E`E?hJBjCDfA?bDDtK@VFTBb[Fvc@Ftb@Hr[Hv^Ht^Ir@@hDwG@sO?aS@uDB}AXmEtAm@NkALm@@y@C{@MyAa@sBk@i@Mo@ImAAkG?kGCkCA_CQkBEqFEMBMJkECqFEsHG@}CEcASsASqBK{C?wAB{@FcA@sCAwIFw@Jm@p@{BcCiA",""
"2003 Honda Civic","4444 East Haven Crest Drive, Gilbert, AZ 85297, USA","2014-09-20 4:33 PM","4224 East Los Altos Road, Gilbert, AZ 85297, USA","2014-09-20 4:39 PM","1.58","5.84","0.14","36.93","0.05","0","0","0","0","0","33.27048","-111.69485","5","33.28369","-111.69861","10","}`ajErkvhT@[J]PYV_@jBrCt@jAKLa@l@_AlBeB|DWb@k@t@WXaAr@eFjDqAfAs@~@o@fAc@bA[`As@pC}BxIYr@[n@_@j@_A~@g@^u@b@_Bh@uAPgEFgC@aDDkC@i@E{@OsBw@wAaAw@y@{@qAa@aAyCkGw@uAk@w@mAgAwBmA~@qDTc@p@g@Um@Gi@",""
"2003 Honda Civic","15816-15826 East Williams Field Road, SanTan Village, Gilbert, AZ 85295, USA","2014-09-20 4:09 PM","4444 East Haven Crest Drive, Gilbert, AZ 85297, USA","2014-09-20 4:25 PM","6.49","15.99","0.63","33.17","0.18","0","2","0","0","0","33.30689","-111.743","5","33.27048","-111.69485","30","}fhjEvx_iT?~D?b@^AfECdCClAGlBSpCc@bBWl@Ch@Aj@?~AJzBRh@HnA^z@\~@j@|C`CZTNUdCoFxCsGj@sAnAiCbCgF\m@z@oA`@c@v@q@l@c@`Ae@nAa@nAWrAKv@AjE@XUbAAhECpIGn]Wlg@a@?{K?mEBwFDkA@}IA_GCa_@@}`@AqI@aKCsJAwO?_HQ[CeD?WNYMeRC}DE_JKwESsBi@iDa@aBmAoDc@cBYqA_@qDGmCBuCNgC`@yCbAgEr@wCL}@ZyCHgDC_FKmMCcERAzHG`]K|BAChCK|A}@|HYxBE~@C~BJhBXhBd@~AXp@d@|@fF`Ia@j@MZGZ?N",""
"2003 Honda Civic","380 East Mesquite Street, Gilbert, AZ 85296, USA","2014-09-20 1:49 PM","15816-15826 East Williams Field Road, SanTan Village, Gilbert, AZ 85295, USA","2014-09-20 2:05 PM","5.92","15.85","0.63","30.11","0.18","0","0","0","0","0","33.34454","-111.78196","5","33.30689","-111.743","5","cqojE|lgiTXcAfCjAbBp@d@VbGvF@HQl@E^?rBBd\?`ApB?dB@bCBFHBDN@zGD`CNdCFfDBnM?n@Bv@H|Cz@rA\`ALrAB`AGv@QrDgA`Bc@pAMxd@AtfAGrIAzECzFBjD@^??i@?{CAkAGwLG}XYkhAGyc@CwXCeJAoZCoL?mVCiT?oL?mBa@[@xC?h@",""
"2003 Honda Civic","1166 South Gilbert Road, Gilbert Town Square, Gilbert, AZ 85296, USA","2014-09-20 1:06 PM","380 East Mesquite Street, Gilbert, AZ 85296, USA","2014-09-20 1:13 PM","1.69","6.35","0.21","25.40","0.08","0","0","0","0","0","33.32887","-111.79495","5","33.34454","-111.78196","5","{qljEz|iiTFiADm@Be@_E?AE?CAEIGICSq@Mq@Ci@BgAHmBCk@Gi@Kq@?ABE?KAMGIICu@uEm@NkALm@@y@C{@MyAa@sBk@i@Mo@ImAAkG?kGCkCA_CQkBEqFEMBMJkECqFEsHG@}CEcASsASqBK{C?wAB{@FcA]?YCWEiBk@\eBHq@AuHFmAT_AXcA",""
"2003 Honda Civic","10592-10604 South Greenfield Road, Gilbert, AZ 85234, USA","2014-09-20 11:39 AM","1166 South Gilbert Road, Gilbert Town Square, Gilbert, AZ 85296, USA","2014-09-20 11:54 AM","6.62","14.81","0.62","34.58","0.18","0","0","0","0","0","33.35074","-111.73844","10","33.32887","-111.79495","5","cypjEb|~hTkPPiEBqHH_HFq`@^k@@QKsBA_A@?uA?M@GDEvACwABEDAF?bBaCBaEJWNyBFxBGVJL?~CKnA?bCCtBCPKrCEbSQvNMbIIdHG`OO~BCL??dC?|B@fSBta@Dz`@@fAEFCP?lF?~C@xC?v@HJBrN@zV?jG@hNDp\F||@J~XAxN?|BlC?tE?vGFdOHbNJzFBbCBFHBDN@zGD`CNdCFfDBnM?n@Bv@H|Cz@rA\`ALrAB`AGv@QrDgA`Bc@DZ@|B?dB@rH?dAFb@n@zADTChAMxA?\",""
"2003 Honda Civic","380 East Mesquite Street, Gilbert, AZ 85296, USA","2014-09-20 10:13 AM","1495 East Warner Road, Gilbert, AZ 85296, USA","2014-09-20 10:20 AM","3.03","7.63","0.32","30.34","0.11","0","0","0","0","0","33.34454","-111.78196","10","33.33525","-111.75812","5","qqojE`ngiTW~@M`ACj@@fHA\e@fCtBl@VDj@@MbDF|CPzBPpAN`BAz@?lBnDB`EDtC@dB@bCBFHBDD?bDBrDHnCNhCBpFBZ??a@CcNAoBMwDEkHEoc@EqRAyNEa`@Iwb@AiP?kHf@ARB^L",""
"2003 Honda Civic","1343 University Drive, Tempe, AZ 85281, USA","2014-09-19 10:18 PM","380 East Mesquite Street, Gilbert, AZ 85296, USA","2014-09-19 10:38 PM","13.49","19.94","1.10","39.99","0.34","0","0","0","0","0","33.42008","-111.9166","5","33.34454","-111.78196","10","kh~jErtajTNv@JlA@`AAt@{JAgBA?qCDgY?yOCuSOo\CsH@uG@eQLaT@kDpEARG^EdMg@dFQJEBQrMHrFBrPKpHMzJKl@?zBEpICxT@lRBhABvNCTHPBbA?|BFvDP~BDnD@pDClIAxDE|@AjACn@InA]bAg@z@m@v@{@n@eAZq@\aAPw@NsADy@?uAEgBY}LQwHI{HA[Ow@Ewn@Aek@BmWEka@Ece@G_RW_u@Ait@Cau@AkQAcb@EoWNKDIB{Ad@kQLaFxDCzB?hBD~@JnCx@`Bx@|BrA`Bn@bAZbATt@Jl@BfC@l@A@AJMvA?fCA`E?xDCtFAlTGf`@KdLC`E@jQEzk@IxKCrB??}FEi]CmSG_\CiPAyBlC?tE?vA@xKHjHDpB@?mB@{@A]_@uCU{D?sCHmBk@AWEuBm@d@gC@]AgHBk@LaAd@cB",""
"2003 Honda Civic","380 East Mesquite Street, Gilbert, AZ 85296, USA","2014-09-19 6:32 PM","1343 University Drive, Tempe, AZ 85281, USA","2014-09-19 7:00 PM","13.57","27.96","1.19","37.40","0.37","0","0","0","0","0","33.34454","-111.78196","5","33.42008","-111.9166","5","cqojE|lgiTe@bBM`ACj@@fHA\e@fCtBl@VDj@@MbDF|CPzBPpAN`BAz@?lBqBAkHEyECwGGgL?uOJuD@QIiB@aEBkB?qFDOHwEBgLDyD@mCDwD@S?UMO?q@?oD@yFFWNuA@k@@_HFqDDSQ}ONoHDgB?uAIu@KwA_@_Bs@SEMAqCeBo@[COEISIsCo@_BM_IAmK?yKBeNKgB?]As@??l@HjCT`H\~IH`G@r@@@LJDjQ?fAFnWHvZ?`O@ff@H~r@Ajr@Dlx@T|s@Zvw@@pi@?~f@@rRK\CJEzAQ|CQtBI|@QnCAjBBpB^rIBvBSx`@EfIEfBQtAQv@m@|Ae@x@s@x@[Xm@b@{@`@gAXgALgEJkS`@sEJmGDK@QJsQIiI@kL?uFC_BBeEDiKFoC@eRN_OHyC@wDCiROCKIEo@GgEi@gJcAc@KsCG?p@AfFAzEM`TAdQAtGBrHFbMFjNBtSE`j@?pCfB@zJ@@u@AaAKmAOw@",""
"2003 Honda Civic","3991-3999 East Blue Sage Court, Gilbert, AZ 85297, USA","2014-09-19 5:38 PM","380 East Mesquite Street, Gilbert, AZ 85296, USA","2014-09-19 5:58 PM","10.45","20.68","0.94","35.52","0.29","1","0","0","0","0","33.28258","-111.70362","5","33.34454","-111.78196","5","eocjEpbxhTQv@g@rAs@bAp@z@FDjK~FtBhA`@iAJ_@B[FcBPaBB_@h@LfBFhCClBADtGHzK?vANZBtC?f@GNCZFnG@hNCvY@xMcPJ}[Vg]RuFFeKDcGDcRDcL?iYDkEB_F?iI@gOFqDA_PBuFBsB?mM?gUBoOD}GDoAAmAAkDDoA@eB@gAEmLLg@D{IF_HHiB?IG_GIJzF?`B?tO@~T?bCIXEV?bBDxVF|^@rL?pLBpm@@jMAjF@jKB~JBpUFjl@Dn[FvVFti@HbHHrBDzO?dA_B?mGEoBKeAGg@CuBAcDAGBIHcCCeBAuCAaEEoDC?mB@{@A]_@uCU{D?sCHmBk@AWEuBm@d@gC@]AgHBk@LaAd@cB",""
