"Vehicle","Start Location Name","Start Time","End Location Name","End Time","Distance (mi)","Duration (min)","Fuel Cost (USD)","Average MPG","Fuel Volume (gal)","Hard Accelerations","Hard Brakes","Duration Over 70 mph (secs)","Duration Over 75 mph (secs)","Duration Over 80 mph (secs)","Start Location Lat","Start Location Lon","Start Location Accuracy (meters)","End Location Lat","End Location Lon","End Location Accuracy (meters)","Path","Tags"
"2003 Honda Civic","Unknown","2015-07-05 6:33 PM","Unknown","2015-07-05 6:44 PM","5.10","10.77","0.42","32.46","0.16","1","0","0","0","0","33.32791","-111.59972","4843.1","33.32791","-111.59972","4843.1","null",""
"2003 Honda Civic","Unknown","2015-07-05 5:10 PM","Unknown","2015-07-05 5:41 PM","29.23","31.43","1.77","43.99","0.66","0","0","28","0","0","33.32791","-111.59972","4843.1","33.32791","-111.59972","4843.1","null",""
"2003 Honda Civic","Unknown","2015-07-05 6:28 AM","Unknown","2015-07-05 6:50 AM","15.58","22.73","1.07","39.28","0.40","0","0","10","0","0","33.34454","-111.78196","5","33.32188","-111.59862","3000","null",""
"2003 Honda Civic","2500-2706 West Warner Road, Chandler, AZ 85224, USA","2015-07-04 10:18 PM","380 East Mesquite Street, Gilbert, AZ 85296, USA","2015-07-04 10:40 PM","11.72","22.45","0.88","35.99","0.32","0","1","0","0","0","33.33508","-111.85968","5","33.34454","-111.78196","5","}vmjE~qviT@cGAwCEuQ?iDIW?iB?oB?uB?kKC{K?_CJ[?kI?gQAmKCcGG]?g@FO@E?{@Goa@CsYCmZCgLMmBWwAK[{@}B}CwHY}@_@{AS_BKoBAkBPyCJo@XwAn@mBhCeG^y@\gA\uBF}@CuM@mLA}DEu^Isg@?iFDkBDwA@gBAmLwKE_CQkBEqFEMBMJkECqFEsHG@}CEcASsASqBK{C?wAB{@FcA]?YCWEiBk@\eBHq@AuHFmAT_AXcA",""
"2003 Honda Civic","372 East Mesquite Street, Gilbert, AZ 85296, USA","2015-07-04 7:43 PM","2500-2706 West Warner Road, Chandler, AZ 85224, USA","2015-07-04 8:02 PM","10.76","19.29","0.84","34.58","0.32","1","0","0","0","0","33.34461","-111.78214","10","33.33499","-111.88551","10","qqojE`ngiTf@gBfCjAbBp@d@V~BxBdCbCMf@GVAdCBd\?`ApB?dB@bCBFHBDN@zGD`CNdCFfDBlC@@hD@bGK|DCfBFdn@BxP@nQ@hGFzSEz@[rBy@|BmCdGa@bAMh@c@vBEZKtACnB@pAH|AT`Bf@vBlC|G~AbE\|ALjADnHBbQLpiA?~AJP?f@I\A~D@jHBh]?nBFZ@jE@`L?hSGTAdA@~C?bKA|SBrG@HBJ@`@?\?dMEzh@?dKCrHKTCbKDhFB^NZFnPLhWBbD",""
"2003 Honda Civic","1505 East Warner Road, Gilbert, AZ 85296, USA","2015-07-03 4:46 PM","372 East Mesquite Street, Gilbert, AZ 85296, USA","2015-07-03 4:55 PM","3.37","8.26","0.28","31.05","0.11","0","0","0","0","0","33.33399","-111.75743","65","33.34461","-111.78214","10","mqmjE~qbiTqAzBUQmAC_@IQGSCg@@]??pBB|E@zLBvWFnf@BrSFfd@BhNBfKB`BJlCDzM@`C?RQ?_FCwA?aCImBMgHGUN{IEuKK@wDY}BSqBGwACcA?wAB{@FcA]?YCWEiBk@\eBHq@AuHFmAT_AXcA",""
"2003 Honda Civic","372 East Mesquite Street, Gilbert, AZ 85296, USA","2015-07-03 1:32 PM","1505 East Warner Road, Gilbert, AZ 85296, USA","2015-07-03 1:39 PM","3.04","7.88","0.27","30.11","0.11","0","1","0","0","0","33.34461","-111.78214","10","33.33399","-111.75743","65","cqojE|lgiTe@bBM`ACj@@fHA\e@fCtBl@VDj@@MbDF|CPzBPpAN`BAz@?lBnDB`EDtC@dB@bCBFHBDD?bDBrDHnCNhCBpFBZ??a@CcNAoBMwDEkHEoc@EqRAyNEa`@Iwb@AiP?kHf@ARBPF^HlABTPvAeC",""
"2003 Honda Civic","Chandler Village Drive South, Chandler, AZ 85226, USA","2015-07-02 9:05 PM","372 East Mesquite Street, Gilbert, AZ 85296, USA","2015-07-02 9:26 PM","11.95","21.00","0.90","35.99","0.34","0","0","75","0","0","33.30113","-111.90219","50","33.34461","-111.78214","10","acgjEt{~iToL@[Bw@N]Jw@ZFXPEdBk@dAKrRA`AAn@Iv@SpAo@n@g@j@s@r@qA^eAViAJoABw@EoIBWCe@MkAOu@c@sAu@qBUuAGiB|GClAGvASvAc@|@a@~B{Ax@g@jAi@bFeBjA_@fC}@BAz@U@WDsAJyCb@gFb@eEh@gEp@_DT{@Nk@BMDe@`@kAd@oAfAgC`BsDbA}Bt@oBzA}Ej@uBz@qEh@sDVeCVkDNgDFyK?_]Ek}@Ikk@CmdAAmB?cAD}DXgFd@uE^qCZkBr@yCv@wCbA_DzAyDlAkCzBkFtAyD`AqD|@}D^{Bh@kEVkCRmDNgGOko@Ui{@S{t@E_LFG@EB}B@sELqITqHPgHoCCcHBkQB_Z@WGgBAwEB}JBoX@_E@qCBmHAwD?iG?kM?_MDkH?cWBaO@}^Dmd@@gBB[BuAV}E|A_AN{@Dq@AcAIm@MoCy@{@Su@Mo@CmD?cD?oGC}AAkAEiBMoBEkECMDIHcCCeBAwIGoDC?mB@{@OaBQqAQ{BG}CLcDk@AWEuBm@d@gC@]AgHBk@LaAV_A",""
"2003 Honda Civic","6815 West Chandler Boulevard, Chandler, AZ 85226, USA","2015-07-02 6:59 PM","Chandler Village Drive South, Chandler, AZ 85226, USA","2015-07-02 7:06 PM","3.82","7.46","0.29","35.99","0.11","0","0","0","0","0","33.30456","-111.9589","30","33.30113","-111.90219","50","s|gjE`~ijT?m`@EaN@wDEuM?oECsSCy]AeS?sC]??b@@jG@hNZ?AyK?{D?_DC{CCk`@CiH?mTDs^@kl@IkLGcNOyOCyFxCGh@KxAi@PEGYGc@Ac@F]b@y@VTRJ\LRFr@Bz@?vB?~FA|@?f@CTEz@SZMZQjAy@bA}@t@s@|@vARXY\e@d@e@\e@Ve@Pe@JcAJkG@",""
"2003 Honda Civic","Chandler Fashion Center Road, Chandler, AZ 85226, USA","2015-07-02 5:21 PM","4344 East Windmere Drive, Phoenix, AZ 85048, USA","2015-07-02 5:43 PM","6.52","22.18","0.69","25.64","0.26","0","0","0","0","0","33.29868","-111.90093","30","33.30445","-111.98984","10","wsfjExs~iTh@z@RXY\e@d@e@\e@Ve@PaAPg@D{TBy@Hw@Tw@ZoBl@s@Hi@DgA?Y@?VNvQD`GFtKFhK?tZE~i@?rFC`G@bHBrg@DpR@jWB`P?tCZ?h@Df@@j@DZJNLLRDRFp@FZG[Gq@ESMSOM[Kk@Eg@Ai@E[??zBBhH?xGBnR@`TBlQAvUBbDB`GAvQAdKGvLI~J@dB?l@?lB@dGHbUBt^@dQBfQBfCZ?nD?AbD",""
"2003 Honda Civic","99 South Hamilton Street, Chandler, AZ 85225, USA","2015-07-02 2:51 PM","Chandler Fashion Center Road, Chandler, AZ 85226, USA","2015-07-02 3:05 PM","4.45","14.38","0.40","28.93","0.16","0","1","0","0","0","33.30145","-111.83221","10","33.29868","-111.90093","30","qfgjErfqiT?rBfA?pEBzD@rA??|A?hE@pE?`IBvR~EB_FCAdDBpJ@~J@fMD`]@zMBvTIV?X@zD@nE?fAHJ@lPBnNBzW@hIBnM?tCGh@?`CBbE@|GJTCpJA`f@DlUDxJMt@BfBD`HFtCDvCDzAHz@Nx@r@tBRd@Rt@PnABz@yEDb@~Ab@v@`@~@H`@H^FrACd@G\Uv@MVg@n@ORRZ",""
"2003 Honda Civic","71 West Boston Street, Chandler, AZ 85225, USA","2015-07-02 1:41 PM","99 South Hamilton Street, Chandler, AZ 85225, USA","2015-07-02 1:46 PM","1.03","5.28","0.14","19.52","0.05","0","0","0","0","0","33.30206","-111.8423","5","33.30145","-111.83221","10","kjgjEjesiT?}CnC?|D?`ABjDBlB@?UA}B?mSm@?l@?AwB?uKAyKsHCuFA?sB",""
"2003 Honda Civic","Andersen Fiesta Shopping Center, 1900 West Chandler Boulevard, Chandler, AZ 85224, USA","2015-07-02 12:28 PM","71 West Boston Street, Chandler, AZ 85225, USA","2015-07-02 12:38 PM","2.40","9.66","0.25","24.93","0.11","0","0","0","0","0","33.30743","-111.87471","5","33.30206","-111.8423","5","null",""
"2003 Honda Civic","380 East Mesquite Street, Gilbert, AZ 85296, USA","2015-07-02 9:12 AM","Andersen Fiesta Shopping Center, 1900 West Chandler Boulevard, Chandler, AZ 85224, USA","2015-07-02 9:30 AM","8.24","17.35","0.65","35.05","0.24","0","0","0","0","0","33.34454","-111.78196","10","33.30743","-111.87471","50","cqojE|lgiTe@bBM`ACj@@fHA\e@fCtBl@VDj@@MbDF|CPzBPpAN`BAz@?lBnDB`EDtC@dB@bCBFHBDD?bDBrDHnCNhCBpFB@rH@xBEjBIxCFbh@@`O@dRFvXBpJEz@[rBy@|Bj@`@h@RKb@Gr@?`BC^QdAAv@Hr@f@xB@NCTKPSFs@K_DwAa@OOQF]XwANi@^cApAyC^}@Vm@OKgA}@s@o@m@w@l@v@zBlBmCdGa@bA_@~AW|AKtACnB@pAH|AT`BNt@V`AlC|G~AbELf@VxAHrA@dKD`ZJh_A@JHL?f@I\A~D?vBBjM?zI@tI?nBFZ@jE@bD?fN?|E?`EGTAdA@~C?bG?xE?xCAhL@bC?xBB^BJ@`@?\Ax_@Grj@?l@EHEJAjDAvEDhFB^BHR@BOAaBA}KC_CGWEG?O@_D@cCh@?~E?|@ClAQfAa@hA_@h@`CFNJRV\\RRHTDjG?hA@RDALOtAEbECtFnE?lA?lFA~M?xE?zN?tDCnI@tNAzWAzXEvB?XH?S?u@BU`@yABi@AoA?]",""
"2003 Honda Civic","15612-15644 East Pecos Road, Gilbert, AZ 85297, USA","2015-07-01 8:13 PM","380 East Mesquite Street, Gilbert, AZ 85296, USA","2015-07-01 8:29 PM","6.50","16.75","0.55","31.52","0.21","0","0","0","0","0","33.29429","-111.7466","5","33.34454","-111.78196","10","gxejEjo`iTuAdAeA|@y@|@eAzAq@|Ac@xAMh@w@OgAa@s@g@i@s@[o@Og@_AgGSsAOk@a@gAi@y@q@o@i@a@]YMXr@j@fAdAZf@Tb@Vz@XjAPlAr@pE\dAXh@^b@b@^h@XnBh@WxBC`AA|@DhBRhBJh@f@|Bv@lDLnAJpC@dEuNBkG@uEA}C@aV?yH?w@?@lFBvOFl^Dj\?bM@fB@fEy@?qB@{D?}MByLFab@J_SD_d@BuTI{NKqBCWKeE?[??T?jF@vGFbd@DpSHbHHrBDbP?|@_B?mGEoBKeAGg@CuBAcDAGBIHcCCeBAuCAaEEoDC?mB@{@A]_@uCU{D?sCHmBk@AWEuBm@d@gC@]AgHBk@LaAd@cB",""
"2003 Honda Civic","Main Street Commons, 1967 East Pecos Road, Gilbert, AZ 85295, USA","2015-07-01 8:07 PM","1952 East Pecos Road, Gilbert, AZ 85295, USA","2015-07-01 8:10 PM","0.42","2.95","0.07","16.94","0.03","0","0","0","0","0","33.29479","-111.74818","5","33.29561","-111.74721","50","o{ejEjy`iTjBXGj@Ip@Ix@GNKNENAt@u@?yAOk@My@Wy@WNu@Tw@d@iAn@kA`@k@|@}@cBwB_@PY^",""
"2003 Honda Civic","738-798 West Warner Road, Gilbert, AZ 85233, USA","2015-07-01 7:31 PM","Main Street Commons, 1967 East Pecos Road, Gilbert, AZ 85295, USA","2015-07-01 7:46 PM","6.71","15.31","0.54","33.64","0.21","0","0","0","0","0","33.33547","-111.80634","10","33.29479","-111.74818","5","symjErdliT@fC~A@~CAlBCPM~D?tDAjU@VHnC?zO?`F?bF@fG?pFBpM?nV@bR?vO@zG@dDAbH?zA@^KzK@rJ?~EA^Nb@?zL?vYFGuP?gIG{YE{HAeLA_CW?@xGBjDAzK\?CuDAsGCwKCyTAqC?_@Mg@?yGEoNKyg@Ai\AkKK{g@AeJIkAOsA]}Aa@iAw@yA{CmEaEiGgA}Ac@}@O[U{@Kk@OiAEw@Je@@aIA_HCo@IcA]qBe@oBs@eDMeAMmB?w@BkAHmATcBNu@Tw@d@iAl@b@HMl@{@hAR",""
"2003 Honda Civic","380 East Mesquite Street, Gilbert, AZ 85296, USA","2015-07-01 7:18 PM","738-798 West Warner Road, Gilbert, AZ 85233, USA","2015-07-01 7:24 PM","2.01","5.99","0.18","30.11","0.08","0","0","0","0","0","33.34454","-111.78196","10","33.33547","-111.80634","10","cqojE|lgiTe@bBM`ACj@@fHA\[hBI\hBj@VDXB\?GbACz@?vABbAFvARpBX|BAvDtKJzIDLN|A@vFHtBNfDDbFBN??R@nD?dHKjDAdCDlZFfe@AhJ",""
"2003 Honda Civic","6550 South Mountain Road, Mesa, AZ 85212, USA","2015-07-01 5:41 PM","East Ray Road, Mesa, AZ 85212, USA","2015-07-01 6:06 PM","15.63","25.04","1.23","35.05","0.45","3","0","2","0","0","33.29675","-111.59417","5","33.32188","-111.59862","8204","null",""
"2003 Honda Civic","380 East Mesquite Street, Gilbert, AZ 85296, USA","2015-07-01 6:30 AM","6550 South Mountain Road, Mesa, AZ 85212, USA","2015-07-01 6:54 AM","15.49","23.61","1.16","35.99","0.42","1","0","0","0","0","33.34454","-111.78196","10","33.29675","-111.59417","5","cqojE|lgiTe@bBM`ACj@@fHA\e@fCtBl@VDj@@MbDF|CPzBPpAN`BAz@?lBnDB`EDtC@dB@bCBFHBDD?bDBrDHnCNhCBpFBZ??a@CcNAoBMwDEkHEoc@EqRAyNEa`@Iwb@Cye@EkWCuy@CoT?}ICmOCcRCgGImA?qKAmZ?{DKiFhBBlCBD?JGlGCjFIjFCFBdHHjBEfFBz@D@a@EkAu@{K_@yF[wHK_EE_@GOSsJOgMCgg@B}fBA_[?gn@?me@?oNCsEOwFQoDLiNa@_Iy@uHaAwGeB_Mi@aEKcBAk@@mAJ{BNqBVyAf@uB~@}BbAkBhAyAfCwB~CyBjEkClMiIpDmClBaB~A_BvA}AzIgLvLsOl@}@l@mAn@iBf@{BLsBjDBpDExBOpQIrROp\SpUOzg@[vCCCW@{FZuaBPqt@A[Jw[Jag@D_SCaLKWSOe@EyGEsKBrKCxGDd@DRNJVB`LCfFyD@wO?Is@OUKIoE?",""
"2003 Honda Civic","6550 South Mountain Road, Mesa, AZ 85212, USA","2015-06-30 5:36 PM","380 East Mesquite Street, Gilbert, AZ 85296, USA","2015-06-30 6:00 PM","15.63","24.67","1.14","36.93","0.42","0","0","39","0","0","33.29675","-111.59417","5","33.34454","-111.78196","30","sgfjE``chTnE?JHNTHr@vO?xDABgFCaLKWSOe@EyGEyMDxMExGDd@DRNJVB`LMfm@Opi@@ZQpt@[taBAzFmg@X}j@\}OH}]TuIAsFAmJFQl@gApIo@jE_@`Be@lA_DxFeCrEuDnF{B`CyBnByDrC{G~DeBfBsCpBaFpCoFhCgC`AaCv@kAb@aA`@_An@gAfAu@jAq@vA_@pAW~AO~AAdBDnBNtA\zApBzFhB`F~B~Gt@xCr@hD|@dFrAlJdArJn@xDHrD@fC?raA@|`@A~Z?vhB?dT?pLDtJ\bTE\@fFAtHM|LCfFOAmLLg@D{IF_HHiB?IG_GIJzF?`B?tO@~T?bCIXEV?bBDxVF|^@rL?hPBnt@BjECnHB~GBrM@vSHlm@Bb[FbYDjXBvOJ|DFfBBfP?RQ?_FCkCA_CQkBEqFEMBMJkECqFEsHG@}CEcASsASqBK{C?wAB{@FcA]?YCWEiBk@\eBHq@AuHFmAT_AXcA",""
"2003 Honda Civic","372 East Mesquite Street, Gilbert, AZ 85296, USA","2015-06-30 6:29 AM","6550 South Mountain Road, Mesa, AZ 85212, USA","2015-06-30 6:52 AM","15.52","22.58","1.16","35.99","0.42","1","0","53","0","0","33.34461","-111.78214","65","33.29675","-111.59417","5","cqojE|lgiTe@bBM`ACj@@fHA\e@fCtBl@VDj@@MbDF|CPzBPpAN`BAz@?lBnDB`EDtC@dB@bCBFHBDD?bDBrDHnCNhCBpFBZ??a@CcNAoBMwDEkHEoc@EqRAyNEa`@Iwb@Cye@EkWCuy@CoT?}ICmOCcRCgGImA?qKAmZ?{DKiFhBBlCBD?JGlGCjFIjFCFBdHHjBEfFBz@D@a@EkAu@{K_@yF[wHK_EE_@GOSsJOgMCgg@B}fBA_[?gn@?me@?oNCsEOwFQoDLiNa@_Iy@uHaAwGeB_Mi@aEKcBAk@@mAJ{BNqBVyAf@uB~@}BbAkBhAyAfCwB~CyBjEkClMiIpDmClBaB~A_BvA}AzIgLvLsOl@}@l@mAn@iBf@{BLsBjDBpDExBOpQIrROp\SpUOzg@[vCCCW@{FZuaBPqt@A[Jw[Jag@D_SCaLKWSOe@EyGEsKBrKCxGDd@DRNJVB`LCfFyD@wO?Is@OUKIoE?",""
"2003 Honda Civic","Unknown","2015-06-29 5:37 PM","Unknown","2015-06-29 6:03 PM","15.39","25.41","1.14","37.40","0.42","2","0","5","0","0","33.29675","-111.59417","2009","33.34454","-111.78196","5","null",""
"2003 Honda Civic","380 East Mesquite Street, Gilbert, AZ 85296, USA","2015-06-29 6:33 AM","6550 South Mountain Road, Mesa, AZ 85212, USA","2015-06-29 6:56 AM","15.51","23.01","1.17","35.75","0.42","1","1","56","0","0","33.34454","-111.78196","10","33.29675","-111.59417","5","cqojE|lgiTe@bBM`ACj@@fHA\e@fCtBl@VDj@@MbDF|CPzBPpAN`BAz@?lBnDB`EDtC@dB@bCBFHBDD?bDBrDHnCNhCBpFBZ??a@CcNAoBMwDEkHEoc@EqRAyNEa`@Iwb@Cye@EkWCuy@CoT?}ICmOCcRCgGImA?qKAmZ?{DKiFhBBlCBD?JGlGCjFIjFCFBdHHjBEfFBz@D@a@EkAu@{K_@yF[wHK_EE_@GOSsJOgMCgg@B}fBA_[?gn@?me@?oNCsEOwFQoDLiNa@_Iy@uHaAwGeB_Mi@aEKcBAk@@mAJ{BNqBVyAf@uB~@}BbAkBhAyAfCwB~CyBjEkClMiIpDmClBaB~A_BvA}AzIgLvLsOl@}@l@mAn@iBf@{BLsBjDBpDExBOpQIrROp\SpUOzg@[vCCCW@{FZuaBPqt@A[Jw[Jag@D_SCaLKWSOe@EyGEsKBrKCxGDd@DRNJVB`LCfFyD@wO?Is@OUKIoE?",""
"2003 Honda Civic","6550 South Mountain Road, Mesa, AZ 85212, USA","2015-06-28 5:38 PM","380 East Mesquite Street, Gilbert, AZ 85296, USA","2015-06-28 6:02 PM","15.63","24.85","1.20","35.28","0.45","0","0","3","0","0","33.29675","-111.59417","10","33.34454","-111.78196","10","sgfjE``chTnE?JHNTHr@vO?xDABgFCaLKWSOe@EyGEyMDxMExGDd@DRNJVB`LMfm@Opi@@ZQpt@[taBAzFmg@X}j@\}OH}]TuIAsFAmJFQl@gApIo@jE_@`Be@lA_DxFeCrEuDnF{B`CyBnByDrC{G~DeBfBsCpBaFpCoFhCgC`AaCv@kAb@aA`@_An@gAfAu@jAq@vA_@pAW~AO~AAdBDnBNtA\zApBzFhB`F~B~Gt@xCr@hD|@dFrAlJdArJn@xDHrD@fC?raA@|`@A~Z?vhB?dT?pLDtJ\bTE\@fFAtHM|LCfFOAmLLg@D{IF_HHiB?IG_GIJzF?`B?tO@~T?bCIXEV?bBDxVF|^@rL?hPBnt@BjECnHB~GBrM@vSHlm@Bb[FbYDjXBvOJ|DFfBBfP?RQ?_FCkCA_CQkBEqFEMBMJkECqFEsHG@}CEcASsASqBK{C?wAB{@FcA]?YCWEiBk@\eBHq@AuHFmAT_AXcA",""
"2003 Honda Civic","380 East Mesquite Street, Gilbert, AZ 85296, USA","2015-06-28 6:32 AM","6550 South Mountain Road, Mesa, AZ 85212, USA","2015-06-28 6:54 AM","15.49","22.36","1.09","38.34","0.40","0","0","57","0","0","33.34454","-111.78196","10","33.29675","-111.59417","10","cqojE|lgiTe@bBM`ACj@@fHA\e@fCtBl@VDj@@MbDF|CPzBPpAN`BAz@?lBnDB`EDtC@dB@bCBFHBDD?bDBrDHnCNhCBpFBZ??a@CcNAoBMwDEkHEoc@EqRAyNEa`@Iwb@Cye@EkWCuy@CoT?}ICmOCcRCgGImA?qKAmZ?wDKmFxFFFAFEpA?`BAzDG|EEvCADBD@`HF`ACpB?nB?jBF@iAS{Cy@_LWkEW_IG_CEOEII}DQaKEiCCsIAk`@@yhB?a[?}s@?{b@AgMGoEQuEIuAJcIAcF]aGy@uH}BaPgAeISgBEyABsBXgEd@kCj@gBhAiCnAoBhAkA~AqA~CyBjEkCpGeEzDcCxAgAvAeAlBaBvD}D`UsY~BeDl@mAn@iBf@{BLsBjDBpDExBO`HE~JE~RObf@Yr_@WbVOAuBl@e|CA[H{YBuDJ_p@gJBiJAC_@K_@MOGCgB?gB?",""
"2003 Honda Civic","2025 North Dobson Road, Chandler, AZ 85224, USA","2015-06-27 5:52 PM","380 East Mesquite Street, Gilbert, AZ 85296, USA","2015-06-27 6:04 PM","5.27","11.75","0.43","33.17","0.16","0","0","0","0","0","33.3361","-111.86028","30","33.34454","-111.78196","10","u}mjEhxviTc@COKM]A[BoFPEDEl@@xD@Z?AkCAwCEuQ?iDIW?iB?oB?uB?kKC{K?_CJ[?kI?gQ?eDzCGb@?xDBjI?AoZiPDuDD@zG@JHL?f@I\A~D?vB@j@?fCV?pDGjA@`E?dG@?uBAyVuLBsGFAaHCiQAaJCeXAaLCoN?yAGcAOiAS{@q@kBiDkIWy@W}@UqASmBEyBBiBDq@J_ARkAj@sBbC{FhAmC\yANmABoACyKBsJGmUKmy@?iFDkBDwA@gBAmLkGCkCA_CQkBEqFEMBMJkECqFEsHG@}CEcASsASqBK{C?wAB{@FcA]?YCWEiBk@\eBHq@AuHFmAT_AXcA",""
"2003 Honda Civic","1620 West Elliot Road, Tempe, AZ 85284, USA","2015-06-27 4:58 PM","2025 North Dobson Road, Chandler, AZ 85224, USA","2015-06-27 5:10 PM","7.11","12.85","0.50","38.58","0.18","0","0","0","0","0","33.3496","-111.96483","5","33.3361","-111.86028","98.6","eopjEdckjT?tA@`C\?CsH?mCAuA~CApA?LOdA?jA?|D?nG?tPCnL@jFA`CBzC?hKCxBAAoDA_AAsSAuREuh@?yGCyIAcSCch@C}n@Gql@H_p@@yJK_k@IgXCoE?iEAoBCmE?u@HkBGuJC}DCuPM[?uBEcGKkSMiWGoPHY?kGCaJCc@EKEG?O@_D@qE@{LBgq@AuBJU@sB@sAqANeCB",""
"2003 Honda Civic","2110 West Ruby Drive, Tempe, AZ 85284, USA","2015-06-27 4:10 PM","1620 West Elliot Road, Tempe, AZ 85284, USA","2015-06-27 4:17 PM","1.07","7.25","0.18","16.47","0.05","1","0","0","0","0","33.34048","-111.96844","10","33.3496","-111.96483","5","mynjEdzkjTHXx@jBbBdAb@NNy@SEc@Qm@e@_@g@]u@U{@CUCsAV_FXwF?yEAaFeA?cD?_I?eR?wI@MQm@?uAAkC??pBBhB?hC",""
"2003 Honda Civic","Dobson Park Plaza, 2095 North Dobson Road, Chandler, AZ 85224, USA","2015-06-27 1:52 PM","Dobson Park Plaza, 2025 North Dobson Road, Chandler, AZ 85224, USA","2015-06-27 2:06 PM","6.56","14.98","0.54","33.17","0.21","0","0","0","0","0","33.33712","-111.87588","10","33.33615","-111.87434","91.8","ubnjElwyiTCvBlDBdD?b@?Ai@AoG?w@GYGM?OuA?",""
"2003 Honda Civic","734 South Gilbert Road, Gilbert, AZ 85296, USA","2015-06-27 12:32 PM","Dobson Park Plaza, 2095 North Dobson Road, Chandler, AZ 85224, USA","2015-06-27 12:42 PM","5.20","10.73","0.40","34.81","0.16","0","0","0","0","0","33.33658","-111.79242","10","33.33712","-111.87588","10","q`njEzjiiTjCB^@t@@?`@EjBEpACfBFdn@BxP@nQ@hGFzSEz@[rBy@|BmCdGa@bAMh@c@vBEZKtACnB@pAH|AT`Bf@vBlC|G~AbE\|ALjADnHBbQL~hA?nBBFFJ?f@I\?lBAnD@dA@tN@|L?lGFZ?~BB|C?|F?jK?dF?hBGT?hD?vJ?bO?lNF\@tBEb_ACpJCTEHCLAnIqIJ@{A",""
"2003 Honda Civic","364-372 East Mesquite Street, Gilbert, AZ 85296, USA","2015-06-27 12:19 PM","734 South Gilbert Road, Gilbert, AZ 85296, USA","2015-06-27 12:24 PM","1.05","4.91","0.13","21.87","0.05","0","0","0","0","0","33.34446","-111.78233","5","33.33658","-111.79242","10","yqojErngiTOl@M`ACj@@fHA\e@fCtBl@VDj@@MbDF|CPzBPpAN`BAhDtKJzIDLN|A@vFHtBN^@C|BEpAAzACnAb@?`@@f@Jv@@@?",""
"2003 Honda Civic","3098 West Frye Road, Chandler, AZ 85226, USA","2015-06-26 5:59 PM","364-372 East Mesquite Street, Gilbert, AZ 85296, USA","2015-06-26 6:20 PM","11.67","20.50","0.82","38.58","0.29","0","0","1","0","0","33.2983","-111.8966","5","33.34446","-111.78233","5","ypfjElx}iTh@zATnAHz@?ZmCBkA@Gu@Cc@CoACe@Ko@Ge@[w@i@y@U[_@[_@SZoAnFA|DCzCAnAM|A]xAg@lCeBf@]fAi@zFqBf@OdC}@dBg@JgDLsCR{Bb@mEf@_En@mDXkAX_AHw@hB{E`BuD`CuFbBcFj@sBv@mDj@iDf@uDRyBVsEF{D@a@BmIAkZEk}@Ikk@CmdAAmB?cAD}DXgFd@uE^qCZkBr@yCv@wCbA_DzAyDlAkCzBkFtAyD`AqD|@}D^{Bh@kEVkCRmDNgGOko@Ui{@S{t@E_LFG@EB}B@sELqITqHPgHoCCcHBkQB_Z@WGgBAwEB}JBoX@kRDmMAuJ?eUB{ZBoA@uH@aU@{KBuc@@uDB}AXmEtAm@NkALm@@y@C{@MyAa@sBk@i@Mo@ImAAkG?kGCkCA_CQkBEqFEMBMJkECqFEsHG@}CEcASsASqBK{C?wAB{@FcA]?YCWEiBk@\eBHq@AuHFmAT_ABM",""
"2003 Honda Civic","3499 West Chandler Boulevard, Chandler, AZ 85226, USA","2015-06-26 5:45 PM","3098 West Frye Road, Chandler, AZ 85226, USA","2015-06-26 5:54 PM","0.65","8.75","0.17","10.58","0.05","0","0","0","0","0","33.30072","-111.89902","10","33.2983","-111.8966","5","e_gjEdi~iTXj@BND|@@ZEJYTf@`Ad@x@fEiDLr@BBNBz@@d@RTw@F]Be@GsAI_@Ia@a@_Ac@w@W_AK_@IcAEkAAq@Is@Ie@I[Yo@U_@i@q@y@i@ZoA|@ApD?BdABl@N`ARx@Zz@",""
"2003 Honda Civic","Unknown","2015-06-26 1:38 PM","Unknown","2015-06-26 2:00 PM","11.96","22.25","0.87","37.16","0.32","0","0","2","0","0","33.34454","-111.78196","10","33.30262","-111.9052","1414","null",""
"2003 Honda Civic","750 North Gilbert Road, Gilbert, AZ 85234, USA","2015-06-26 11:11 AM","380 East Mesquite Street, Gilbert, AZ 85296, USA","2015-06-26 11:18 AM","1.99","6.88","0.18","30.58","0.05","0","0","0","0","0","33.36379","-111.79222","5","33.34454","-111.78196","10","ujsjE`kiiTCoFN??_B?_@?u@jAC\MR?vDAlCExDAfLEvECNF~@@hBCrHCxCAR?NKtDA~AC`KEdGAlH@xKHjHDpB@?mB@{@A]_@uCU{D?sCHmBk@AWEuBm@d@gC@]AgHBk@LaAd@cB",""
"2003 Honda Civic","388 East Mesquite Street, Gilbert, AZ 85296, USA","2015-06-26 10:46 AM","750 North Gilbert Road, Gilbert, AZ 85234, USA","2015-06-26 10:53 AM","1.93","7.20","0.18","28.70","0.08","0","0","0","0","0","33.34447","-111.78179","10","33.36379","-111.79222","5","qqojEbjgiTnD`Bq@zBKl@Gv@@hD?lDArCMbDF|CPzBPpAN`BAz@?lBqBAkHEyECwGGuN@yKFaD@aA@QIkD@aDBcHBW@OHyA@iHDuC@{I@_FFu@??nADN?dBBh@BDb@FA~DABw@HOSa@?aA?",""
